Ext	WT-0-1	WT-0-2	WT-0-3	WT-0.5-1	WT-0.5-2	WT-0.5-3	WT-1-1	WT-1-2	WT-1-3	WT-3-1	WT-3-2	WT-3-3	WT-6-1	WT-6-2	WT-6-3	WT-9-1	WT-9-2	WT-9-3	WT-12-1	WT-12-2	WT-12-3	WT-15-1	WT-15-2	WT-15-3	WT-18-1	WT-18-2	WT-18-3	3A-0-1	3A-0-2	3A-0-3	3A-0.5-1	3A-0.5-2	3A-0.5-3	3A-1-1	3A-1-2	3A-1-3	3A-3-1	3A-3-2	3A-3-3	3A-6-1	3A-6-2	3A-6-3	3A-9-1	3A-9-2	3A-9-3	3A-12-1	3A-12-2	3A-12-3	3A-15-1	3A-15-2	3A-15-3	3A-18-1	3A-18-2	3A-18-3	3Amk-0-1	3Amk-0-2	3Amk-0-3	3Amk-0.5-1	3Amk-0.5-2	3Amk-0.5-3	3Amk-1-1	3Amk-1-2	3Amk-1-3	3Amk-3-1	3Amk-3-2	3Amk-3-3	3Amk-6-1	3Amk-6-2	3Amk-6-3	3Amk-9-1	3Amk-9-2	3Amk-9-3	3Amk-12-1	3Amk-12-2	3Amk-12-3	3Amk-15-1	3Amk-15-2	3Amk-15-3	3Amk-18-1	3Amk-18-2	3Amk-18-3
GPP_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDMAPP_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Histidine_Ext	29.39451378	25.93139168	27.923483	21.76273915	21.45996865	22.13157566	23.51575028	15.93504726	16.20658948	7.665874022	7.418241733	7.357011268	2.555847326	2.607242202	2.512375246	1.047511306	1.0939903	1.270541233	0.837235893	0.801334653	0.721364541	0.649959922	0.632861452	0.610208226	0.521664969	0.525371964	0.468594485	29.1913884	27.84680098	28.34823814	23.43081264	23.17993242	23.33511553	20.99572194	19.2609187	18.49317846	12.84013427	12.5200415	12.57830331	4.800607318	4.68781939	4.577212048	1.719805017	1.638526553	1.773303966	1.44210551	1.318504555	1.421938918	1.396200355	1.842487831	1.25567882	1.088496754	1.082259131	1.025923507	29.22205241	27.92822864	27.71651289	23.66177684	23.29917412	23.78257937	20.51485306	20.4163231	18.83633188	16.12782825	15.9469984	16.3275087	13.07598375	11.80424893	12.09591566	9.834424456	9.949700929	8.892493668	5.862401461	5.548737593	5.592343569	3.134266821	2.842142931	3.080010405	1.237767412	1.205668807	1.273748989
IP_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.970116549	9.65728323	9.772795038	37.34992029	37.75575465	37.73313907	103.0598469	103.6716903	101.4207414	89.88768104	85.29988603	84.11999795	79.27034202	82.84674783	87.87728182	89.01370885	86.91938044	85.99995583	76.17988002	84.48157938	85.69847688	0	0	0	0	0	0	0	0	0	24.15212271	24.06258039	23.55991362	51.57221992	44.6279095	43.34833586	65.34297656	59.68148888	57.86407903	73.27561808	79.35541246	66.79492703	64.90955399	58.41476023	60.58252523	34.68606824	34.73854291	34.51731317
IPP/DMAPP_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092503773	0.086814276	0.149854088	1.000445414	1.150294903	0.881039564	0.814766351	0.865755652	0.989241198	0.98250303	1.027540667	0.905959286	0.869021249	0.822452001	0.889691095	0.806648354	0.739639231	0.771632879	0.720726368	0.658031512	0.787238751	0.076861105	0.095447409	0.065293534	0.11050135	0.243981461	0.18991514	0.577651842	0.549880473	0.618126842	9.3968048	7.514961067	6.929678767	20.61315403	20.34660316	16.62138534	29.6798852	29.30711965	27.77014132	37.87286231	39.05506807	31.556366	25.27035472	22.64814044	21.73070558	7.147282487	7.463024283	8.554092301
Isocitrate_Ext	0.231972626	0.264869077	0.264568944	0.217905776	0.235357723	0.24963122	0	0	0	0.806701079	0.853915309	0.81538031	1.775463675	1.731250766	1.75111853	2.286303344	2.395679369	2.417928509	2.732737607	2.696918557	2.89446947	3.368919346	3.386464776	3.357593048	2.256122843	2.99925495	3.731267407	0.199769923	0.230526087	0.244489612	0.268756034	0.285819284	0	0	0	0	0	0	0	0.675553173	0.538874963	0.460732361	0.898384069	0.971257137	0.966317257	1.615065186	1.531495604	1.659460142	2.084565342	2.304857415	2.345178446	2.756994188	3.01903415	2.673370485	0.210604201	0	0.210112181	0	0	0.185742435	0	0	0	0	0	0	0	0	0.214451797	0	0	0	0	0	0	0	0	0	0.829432399	0.768815546	0.80351279
Isoleucine_Ext	358.2226249	76.54556454	360.0596571	296.7447681	291.7131239	292.1171376	92.48156159	246.1269355	244.1918515	122.3760703	130.4768683	123.4497065	29.55819397	32.44132462	29.34356361	0	0	0	0	0	0	0	0	0	0	0	0	378.2102117	383.6369896	388.7290371	340.5424711	341.0486032	346.8117767	331.609761	313.0577558	311.9083078	226.9572045	238.4348132	230.3426025	106.3384291	108.006764	104.0516016	0	0	0	0	0	0	0	0	0	0	0	0	382.548399	386.3137845	380.4242647	361.4851175	343.9990795	354.8787908	319.5569591	334.5894501	310.1983183	304.8724882	294.7418036	305.984106	296.0211903	269.0651499	269.9961331	245.4522171	246.6146722	229.1864845	183.669337	183.4731525	180.2909016	92.69390135	88.79568108	94.37029873	0	0	0
Lactate_Ext	760.8965483	841.4796698	787.7836487	525.852654	644.1986866	654.2849908	657.5535688	742.4626082	657.5320897	635.757397	641.4777857	745.4776258	537.8911614	699.7133713	569.3676837	222.170492	199.9179784	189.9950724	48.47261425	48.08160381	36.13376142	21.4192946	7.287670477	10.74654456	10.4060898	13.62224078	8.345038245	387.9836674	399.5256958	367.6453146	537.8059709	477.8556821	554.2503915	427.4139103	524.7952024	537.198409	343.0770997	349.3935147	498.2865155	724.1782124	792.5942586	825.2471361	1059.326059	1034.720305	1087.741841	688.2226528	777.5731619	746.8794425	597.9352995	645.297253	715.1722355	538.7476472	508.6991412	560.0712491	557.5257569	696.2488271	541.5452754	828.0268324	759.4407403	973.1533795	898.783774	1012.105829	964.0991094	1072.905509	893.7647127	997.6926855	1080.059696	965.045925	937.2944622	1021.759477	1143.927798	1124.946377	1324.523007	1270.844722	1319.470204	1768.439211	1798.850545	1653.489961	2114.928456	2076.773389	2029.966878
Leucine_Ext	447.2216176	120.8939251	442.8775523	375.9279618	388.7365558	410.8825408	148.012487	349.5366815	370.0595608	254.5510966	243.7001878	259.4067883	141.9822006	155.7749639	145.491774	125.0046132	125.0018058	131.5097467	116.5532434	119.8969444	121.7441913	124.0612559	132.8524633	122.3879011	120.2695285	130.5732295	128.9810506	482.9690808	443.1884018	468.5946258	457.4222965	433.0432484	428.6686314	443.4351574	424.7343502	417.9941751	350.5396977	336.4556633	347.5073399	230.9618785	233.3519713	233.6217893	108.8039803	106.8933802	106.6133294	108.5481259	104.7915958	108.3721671	105.6735934	134.2491416	105.3362431	104.3724478	102.7829116	97.49320298	478.1892063	438.8028022	469.2213817	425.010862	442.3702604	447.7537552	430.7227089	420.5716481	430.4854362	411.8182533	407.0232812	405.113815	395.4239578	390.1241445	381.8797791	352.8328951	354.9116536	345.1985603	304.9089799	299.717904	318.4310838	207.2989374	206.6769092	225.5900339	115.2766325	115.3586497	114.8686317
Malate_Ext	44.52644551	50.45144736	50.74435819	57.04667321	53.52578294	58.11339035	35.11900294	33.12636365	36.35261597	21.3610684	21.42092525	21.6393261	29.49848909	30.40480571	29.66297597	34.04931436	34.14836485	35.4781291	35.89724899	34.06898708	34.57832776	40.61659274	41.46909991	42.70574659	9.22043845	45.35258053	46.86618584	44.34444107	44.45677346	44.54275857	54.32472455	53.52503137	53.83403874	48.48568791	49.27110125	50.90310626	26.72949263	27.45561405	26.79826131	22.23850431	22.16798611	19.7497465	10.65934713	10.30783622	10.19879382	9.391774077	9.768696529	9.252798279	12.20491658	12.94534272	11.56802796	14.43812556	17.04109467	15.97206309	49.17775224	49.65163721	48.77580648	67.90838188	68.83059844	69.33587516	76.38165246	77.77289367	77.30769904	57.11457335	57.92708055	56.42754852	70.3932574	70.64704676	72.71309605	66.04511721	68.22691827	71.65726672	33.94842227	37.38718233	37.50117712	15.56844993	15.74045003	18.08052632	12.8188201	12.45443294	12.23571603
MEcPP_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.054790209	5.050683672	5.263598699	14.07224599	6.176660465	7.339738928	9.806642954	10.36523914	18.60961251	12.79941585	11.60102117	13.12436793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEP_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methionine_Ext	126.4386868	29.29325359	126.3561003	99.79832327	98.3573684	101.1573506	30.14589088	81.0501225	80.84289615	20.01071671	20.20300452	19.41342841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.0824074	137.6568483	138.2074457	124.2475611	124.2401615	122.3480601	116.1436993	109.1045413	106.1480909	68.21512663	69.03134885	67.58780919	6.100158428	5.903068492	5.938292537	0	0	0	0	0	0	0	0	0	0	0	0	140.8099578	140.2176237	139.7572404	127.0397889	124.8766397	127.5079139	114.6580809	116.1269362	113.757397	93.64382098	98.25249451	99.90271568	91.67341577	86.82952672	85.08274351	66.40765163	62.13080635	63.70871687	33.24916727	32.73746833	34.6821017	0	0	0	0	0	0
MEV_Ext	0.106032273	0.08809232	0.103153704	0.089610448	0.086438147	0.095763007	0.114146135	0.122171018	0.113392395	0.190601876	0.211850174	0.185469304	0.377154723	0.383932535	0.398198955	0.572174939	0.447506688	0.470182419	0.597170977	0.556132388	0.620992776	0.691580758	0.477672058	0.596272949	0.548457921	0.645698862	0.575847786	0.071098834	0.09953823	0.085079081	0.097587578	0.117574033	0.110340679	0.148530245	0.141265972	0.16450443	6.200555149	6.325052314	6.133504657	51.209033	52.45556915	51.15784847	112.1385892	110.2822441	98.19270767	151.0601389	143.2348691	146.5752628	180.511693	179.8988117	157.9752426	201.1908876	198.8349072	204.4602563	0.064639832	0.083875984	0.066984875	0.139119499	0.17641241	0.160224882	0.785984698	0.80743294	0.804954945	5.002432475	4.905683492	4.785068049	14.3864242	14.39355003	13.91601333	20.59233798	21.0576235	23.56047072	34.54488223	36.14103174	36.07230543	43.34010714	48.56719579	49.74609915	58.63411711	58.25688715	59.58994803
