Ext	WT-0-1	WT-0-2	WT-0-3	WT-0.5-1	WT-0.5-2	WT-0.5-3	WT-1-1	WT-1-2	WT-1-3	WT-3-1	WT-3-2	WT-3-3	WT-6-1	WT-6-2	WT-6-3	WT-9-1	WT-9-2	WT-9-3	WT-12-1	WT-12-2	WT-12-3	WT-15-1	WT-15-2	WT-15-3	WT-18-1	WT-18-2	WT-18-3	3A-0-1	3A-0-2	3A-0-3	3A-0.5-1	3A-0.5-2	3A-0.5-3	3A-1-1	3A-1-2	3A-1-3	3A-3-1	3A-3-2	3A-3-3	3A-6-1	3A-6-2	3A-6-3	3A-9-1	3A-9-2	3A-9-3	3A-12-1	3A-12-2	3A-12-3	3A-15-1	3A-15-2	3A-15-3	3A-18-1	3A-18-2	3A-18-3	3Amk-0-1	3Amk-0-2	3Amk-0-3	3Amk-0.5-1	3Amk-0.5-2	3Amk-0.5-3	3Amk-1-1	3Amk-1-2	3Amk-1-3	3Amk-3-1	3Amk-3-2	3Amk-3-3	3Amk-6-1	3Amk-6-2	3Amk-6-3	3Amk-9-1	3Amk-9-2	3Amk-9-3	3Amk-12-1	3Amk-12-2	3Amk-12-3	3Amk-15-1	3Amk-15-2	3Amk-15-3	3Amk-18-1	3Amk-18-2	3Amk-18-3
MEV-P_Ext	0	0	0	0.172176397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166732525	0	0	0	0	0	0	0	0	0.180193397	0.253239245	0.244013184	0.214673319	0.420139178	0.402319488	0.350323692	0.527683548	0.533363032	0.474912713	0.681259016	0.627793747	0.468309383	0.711708737	0.763214709	0.810082849	0	0	0	0	0	0	0.283763369	0	0.234836726	0.926977285	1.144794161	0.835479317	3.384848211	2.918064104	2.871704389	4.619801074	4.7585082	4.695364247	8.360497453	8.699803195	8.793911494	11.24011344	11.17200924	11.77307965	21.50662326	20.44015761	18.72603862
MEV-PP_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.873080907	0.945910701	0.878562719	2.656563461	2.717237424	2.618015449	4.214193004	3.980964676	4.681537971	6.728708561	7.047682255	7.024130331	8.706497406	8.740872695	9.850583225	9.113332047	9.150454086	9.259213713
NAD_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADH_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADP_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADPH_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxaloacetate_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxoglutarate_Ext	0	0	0	0.99341469	0.578861869	0	0	0	0	2.159874479	1.82015028	3.513349544	3.529802335	4.662105853	4.107025804	11.0409364	7.93388514	8.547103389	16.14745523	13.28164905	11.202619	10.63610142	5.404157405	6.482637593	0	3.49758463	4.557748503	0	0	0	0	0	0	0	0	0.963635825	0	0	0	3.258997262	0	3.906521865	4.478842639	0	0	0	3.300326225	0	0	0	0	0	3.036737617	0	0	0	0	0	0	1.026983138	0	0	0	1.788176459	0	0	4.681291397	4.014118496	5.584587812	3.208938502	5.439307972	5.695111051	4.262905219	4.074495427	3.96292161	2.111585441	0	3.913769598	0	3.455017487	2.711865331
PEP_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenylalanine_Ext	357.9256756	77.87995092	359.1764662	349.3908361	338.2281201	323.84975	113.3980375	303.013087	298.0612775	224.0445649	222.5342266	223.506406	163.450087	169.8332635	168.7677303	172.5690693	156.918844	167.6260345	154.8348445	154.9638657	155.519482	164.3036535	172.4190111	163.2151283	155.6740652	159.1330028	167.068197	375.6566971	370.9453258	366.4580919	348.3213378	379.659163	377.3898878	371.8043811	348.7159461	321.1261515	272.627735	276.6446478	271.5433952	191.5108177	194.8617527	191.1716838	118.9943013	116.7482291	115.376173	117.5658529	115.5368047	117.9726593	119.1379162	163.9220786	117.423679	119.1066453	117.133099	113.2407192	395.5893489	372.1105277	366.1781865	355.6836877	341.0493495	380.7863478	355.6475523	355.1966802	351.4810953	314.6823881	307.7635859	310.4278274	308.478503	291.5538067	309.8404353	264.3438798	267.7103906	263.1867642	228.8832043	225.2796054	230.5813884	178.1602574	176.4852396	181.7869033	120.000395	122.0225686	118.7410959
Proline_Ext	342.081256	99.72413039	346.2561197	322.6017076	315.2658518	324.8125561	128.6855596	296.1050101	300.5893179	146.6526516	150.697273	144.7869523	0.4062382	1.449529585	1.117112779	0.904771518	0.829215227	0.766075221	0.887415184	0.739176946	0.807690726	0.899096343	0.762090836	0.871411482	0.840227421	0.602597812	0.92531095	335.428759	326.1647182	332.2135146	321.9154377	318.6756842	318.0353523	325.4940991	305.8058851	300.8350413	236.6811926	236.5545377	234.2901793	3.279229788	2.735897866	3.00531434	0.403371207	0.405745665	0.437708961	0.23979088	0.484382136	0.246627556	0.257713262	0.296336803	0.213046982	0.234167163	0.232042648	0.22141272	339.6281318	335.9011807	335.0281151	333.0462658	329.2656504	338.3811369	321.8331476	325.029389	322.4493894	316.5305559	314.7194838	318.283259	251.3337246	240.5322772	240.2571929	157.2800285	158.0632321	156.2914231	0.714711939	0.737544965	0.781358499	0.25653706	0.259727508	0.283170689	0.324639169	0.262932659	0.30207814
Pyruvate_Ext	841.8151244	835.0061942	806.1515924	23.05029951	15.49243263	24.18673415	31.81261306	31.96518914	33.78856962	694.9533678	744.966901	700.0379615	1208.205538	2398.858635	1403.653331	68.05268713	117.2872023	46.57475741	40.08092528	34.29680716	35.15234482	24.27544231	31.67522389	24.20413938	11.66837723	13.56593714	16.58859635	499.1728035	492.3706258	502.3923076	709.2904736	744.6123609	729.9700055	300.7060324	308.284376	277.2410545	41.70185419	57.71856447	39.21614871	42.39984284	62.46000215	41.35618733	26.72443592	27.50060184	26.90056026	24.07474589	14.53770467	17.14627059	12.2800223	13.26483157	18.8554445	9.659170342	18.3474751	11.44705781	164.673253	141.2004745	134.2356774	22.71657742	17.74321629	16.45895909	16.21338448	26.55486902	15.98896917	37.78131435	38.20662109	40.17433821	34.63360077	33.24878816	47.10593378	33.76134044	30.6563111	31.00422065	33.64759703	31.05251163	33.66853693	25.55882193	23.63500792	25.43934991	1340.804759	1249.756035	1262.654626
Sarcosine_Ext	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serine_Ext	58.5232299	24.63574593	57.09785585	35.82839237	35.45761091	30.6324733	22.71711678	32.20446721	33.60644183	28.46329595	29.14611136	28.93153357	22.88514463	26.80741258	29.3437619	34.50470629	30.56688021	29.06944087	18.72502393	22.79490745	24.19053435	33.47027704	28.52702207	27.99219564	21.02688104	23.38325387	22.36687206	2479.825251	2536.9363	2352.683056	597.5783633	569.5020293	492.8263148	35.76230142	37.05885412	32.91466494	27.55345625	25.83247764	20.3780446	28.52577742	34.96846316	32.73356825	27.24764555	27.65663779	21.24855335	25.64055249	32.14721328	32.67818129	23.85497651	22.73155473	10.52650936	24.73942534	26.53110011	28.52303919	2943.092231	2983.450778	2837.789549	1340.720376	1204.69797	1223.203936	189.0623263	99.5851298	121.7798667	24.87459441	19.29557183	23.39408233	30.42996862	33.18562541	33.593373	20.54096939	15.45993158	23.44399282	25.72469088	30.69794193	30.61106531	17.06179711	20.08654739	17.50041204	27.97041425	27.31099828	29.82307691
Succinate_Ext	89.36566616	116.9298194	121.2819023	184.3883938	174.9513482	185.662457	184.8922457	184.7270734	181.8210777	98.99470245	103.0117553	102.6706858	108.1178501	106.0039396	109.0446984	122.4309385	124.8101018	126.7935698	92.21681242	79.44055595	81.6978591	67.10218844	63.62011476	67.03478921	33.69658825	40.12163596	41.93638813	93.21486254	89.75049514	88.57867863	118.0968797	118.6862256	104.0183054	114.8206298	127.628661	122.9991876	103.1027236	108.2723916	119.1796586	63.44557137	73.51098969	70.60467613	79.91230345	83.29640396	93.01273549	80.30484362	85.14968847	81.06191648	72.57285131	78.00143822	84.74554034	76.46426492	84.05325314	84.834731	85.31311836	87.20431125	87.47197743	124.6713712	121.2840332	127.8898404	115.2461455	120.7287342	119.3178241	122.9782791	119.1025704	115.4442698	90.95759471	86.2664201	98.27056985	77.81472176	79.23477934	91.31043703	58.29418658	60.96697507	62.81949435	48.48047052	48.30597422	48.8936013	56.50625283	54.7851179	54.86605584
Threonine_Ext	140.86308	35.15892018	143.2449366	63.98767278	63.57803292	65.91433918	2.646933825	5.72136732	5.396052408	0	0	0	0	0	0	0.475556665	1.179452594	0.572258147	2.81691537	4.913876647	3.700819406	7.65347783	10.26132373	7.935788194	11.15595932	12.91879328	11.07382769	170.5080573	169.9502515	167.5238237	149.3621181	151.7111534	151.3262666	118.5909151	109.4731285	107.1594603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.4988213	171.7178638	169.4093656	159.0156207	154.5505502	161.8691174	140.844006	138.8166432	134.843775	49.41332191	47.36731593	47.46765988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tryptophan_Ext	13.45077498	4.088794411	15.14061279	5.639387973	5.736871627	4.695924705	0	0	0	1.115449992	1.093416016	1.267152273	4.502757641	4.033308007	3.928344464	2.572481559	2.586072136	2.369282148	2.26141962	2.263439613	2.374116607	1.951076088	2.071869949	2.419824219	2.735433254	2.761659349	2.57983467	16.72210632	16.10097976	17.69942771	12.11773207	13.40693523	13.06908092	9.127686794	8.068982532	6.929013719	1.637774409	1.556028102	1.612799188	3.041195882	3.626773955	3.515234872	1.7966016	1.758872536	1.580141234	1.088767497	1.165713153	0.901364596	0.846841703	1.301618923	0.899454478	0.795648839	0.677153882	0.632122418	23.66389079	20.59126247	20.90412465	16.59231969	15.5519813	18.03653825	13.88918941	13.48973801	13.40696903	3.215726614	2.845011507	2.786338755	0	0	0	0.295003421	0.32795719	0.415712763	0.838254622	0.562360837	0.565978229	1.154108761	1.08133832	1.126927607	2.642048748	2.214190674	2.363805348
Tyrosine_Ext	56.09165257	17.73667757	56.63575707	50.92574223	42.20315661	42.89819676	16.92281285	41.90002074	35.60261241	13.80580201	13.0289486	13.21845368	0	0.481304971	0.287125491	0	0	0	0	0	0	0	0.330775791	0.300268002	0.509983648	0.307245728	0.421599128	58.67693365	68.75191082	56.10339502	51.1220218	59.01687759	55.65975622	45.52620229	43.79550061	43.92873226	30.16294491	34.27582844	27.79160224	7.85849935	7.325617925	7.505187087	0.225951841	0.256662865	0	0	0	0	0.248781874	0.262985723	0	0.2601856	0	0.319168831	55.56184225	68.53941763	57.06815022	59.46532628	51.31812072	53.10818952	46.06339681	44.24769786	44.20549278	38.73421099	37.85540149	39.1768562	36.57152263	33.51144009	33.59562442	27.01529079	28.31016691	30.06017588	19.04017987	18.89859302	17.7239641	8.096509785	9.277687373	6.862400843	0	0	0
Valine_Ext	115.7301766	39.57699317	117.5462602	96.27100838	95.28804897	96.56653753	40.89696682	81.98496638	79.85864333	40.9107856	38.80174681	41.26647892	26.20457224	26.64803852	21.6429377	21.27274976	20.77605027	20.02847022	16.68209723	21.0599751	20.44946122	18.25096706	16.21221566	14.90568691	22.37989124	29.07787139	18.48597255	132.9764279	135.1910129	130.1958771	118.4707666	121.747945	121.145038	108.8873797	103.3420524	103.6510552	85.51854714	85.77014667	83.32755911	42.40455087	42.98570164	37.2549784	18.41486552	10.88269711	10.79710984	10.43483067	17.13837572	6.961342182	12.1332749	14.70891672	15.96590781	12.51309716	14.06738609	9.452633379	132.5487504	137.0353379	131.9274375	124.1280821	118.3426877	121.9371516	107.9120702	108.7446048	108.5691739	103.8642613	104.144318	106.7907936	96.34934834	88.58290778	90.09338213	81.90655452	82.7271397	85.79847445	57.67821127	55.57824599	61.23126198	34.34807417	36.69234853	37.19517372	6.392600987	9.872459631	7.71053274
